Pathway,Gene,EnsemblID
amoebiasis,Actn1,ENSMUSG00000015143
amoebiasis,C8b,ENSMUSG00000029656
amoebiasis,Actn2,ENSMUSG00000052374
amoebiasis,Actn3,ENSMUSG00000006457
amoebiasis,Arg1,ENSMUSG00000019987
amoebiasis,Arg2,ENSMUSG00000021125
amoebiasis,C9,ENSMUSG00000022149
amoebiasis,Cd14,ENSMUSG00000051439
amoebiasis,Cd1d1,ENSMUSG00000028076
amoebiasis,Col3a1,ENSMUSG00000026043
amoebiasis,Col4a1,ENSMUSG00000031502
amoebiasis,Col4a2,ENSMUSG00000031503
amoebiasis,Col4a3,ENSMUSG00000079465
amoebiasis,Col4a4,ENSMUSG00000067158
amoebiasis,Col4a5,ENSMUSG00000031274
amoebiasis,Col1a2,ENSMUSG00000029661
amoebiasis,Ctsg,ENSMUSG00000040314
amoebiasis,Ptk2,ENSMUSG00000022607
amoebiasis,Fn1,ENSMUSG00000026193
amoebiasis,Gna11,ENSMUSG00000034781
amoebiasis,Gna14,ENSMUSG00000024697
amoebiasis,Gna15,ENSMUSG00000034792
amoebiasis,Gnal,ENSMUSG00000024524
amoebiasis,Gnaq,ENSMUSG00000024639
amoebiasis,Gnas,ENSMUSG00000027523
amoebiasis,Hspb1,ENSMUSG00000004951
amoebiasis,Ifng,ENSMUSG00000055170
amoebiasis,Il10,ENSMUSG00000016529
amoebiasis,Il12a,ENSMUSG00000027776
amoebiasis,Il1b,ENSMUSG00000027398
amoebiasis,Il1r1,ENSMUSG00000026072
amoebiasis,Il1r2,ENSMUSG00000026073
amoebiasis,Il6,ENSMUSG00000025746
amoebiasis,RP23-144N15.4,ENSMUSG00000108596
amoebiasis,Itgb2,ENSMUSG00000000290
amoebiasis,Itgb2l,ENSMUSG00000000157
amoebiasis,Lama1,ENSMUSG00000032796
amoebiasis,Lama2,ENSMUSG00000019899
amoebiasis,Lama3,ENSMUSG00000024421
amoebiasis,Lama4,ENSMUSG00000019846
amoebiasis,Lama5,ENSMUSG00000015647
amoebiasis,Lamb1,ENSMUSG00000002900
amoebiasis,Lamb2,ENSMUSG00000052911
amoebiasis,Lamb3,ENSMUSG00000026639
amoebiasis,Lamc2,ENSMUSG00000026479
amoebiasis,Nfkb1,ENSMUSG00000028163
amoebiasis,Nos2,ENSMUSG00000020826
amoebiasis,Pik3ca,ENSMUSG00000027665
amoebiasis,Pik3cd,ENSMUSG00000039936
amoebiasis,Pik3r1,ENSMUSG00000041417
amoebiasis,Pik3r2,ENSMUSG00000031834
amoebiasis,Pik3r3,ENSMUSG00000028698
amoebiasis,Prkaca,ENSMUSG00000005469
amoebiasis,Prkacb,ENSMUSG00000005034
amoebiasis,Prkca,ENSMUSG00000050965
amoebiasis,Prkcb,ENSMUSG00000052889
amoebiasis,Prkcg,ENSMUSG00000078816
amoebiasis,Plcb1,ENSMUSG00000051177
amoebiasis,Plcb2,ENSMUSG00000040061
amoebiasis,Plcb3,ENSMUSG00000024960
amoebiasis,Plcb4,ENSMUSG00000039943
amoebiasis,Rab5b,ENSMUSG00000000711
amoebiasis,Rab5c,ENSMUSG00000019173
amoebiasis,Rab7,ENSMUSG00000079477
amoebiasis,Rela,ENSMUSG00000024927
amoebiasis,Serpinb3a,ENSMUSG00000044594
amoebiasis,Serpinb9c,ENSMUSG00000021404
amoebiasis,Serpinb6b,ENSMUSG00000042842
amoebiasis,Serpinb9f,ENSMUSG00000038327
amoebiasis,Serpinb9e,ENSMUSG00000062342
amoebiasis,Serpinb6a,ENSMUSG00000060147
amoebiasis,Serpinb9,ENSMUSG00000045827
amoebiasis,Tgfb1,ENSMUSG00000002603
amoebiasis,Tgfb2,ENSMUSG00000039239
amoebiasis,Tgfb3,ENSMUSG00000021253
amoebiasis,Tlr4,ENSMUSG00000039005
amoebiasis,Tnf,ENSMUSG00000024401
amoebiasis,Vcl,ENSMUSG00000021823
amoebiasis,Rab7b,ENSMUSG00000052688
amoebiasis,Lamc1,ENSMUSG00000026478
amoebiasis,C8a,ENSMUSG00000035031
amoebiasis,Lamc3,ENSMUSG00000026840
amoebiasis,Tlr2,ENSMUSG00000027995
amoebiasis,Serpinb13,ENSMUSG00000048775
amoebiasis,Rab5a,ENSMUSG00000017831
amoebiasis,Serpinb1b,ENSMUSG00000051029
amoebiasis,Pik3cg,ENSMUSG00000020573
amoebiasis,Pik3r5,ENSMUSG00000020901
amoebiasis,Serpinb3c,ENSMUSG00000073601
amoebiasis,Serpinb3b,ENSMUSG00000073602
amoebiasis,Serpinb3d,ENSMUSG00000058017
amoebiasis,Adcy1,ENSMUSG00000020431
amoebiasis,RP23-41L21.4,ENSMUSG00000071452
amoebiasis,Actn4,ENSMUSG00000054808
amoebiasis,Serpinb1a,ENSMUSG00000044734
amoebiasis,C8g,ENSMUSG00000015083
amoebiasis,Serpinb9g,ENSMUSG00000057726
amoebiasis,Col4a6,ENSMUSG00000031273
amoebiasis,Serpinb6c,ENSMUSG00000052180
