Pathway,Gene,EnsemblID
primary.bile.acid.biosynthesis,Hsd3b7,ENSMUSG00000042289
primary.bile.acid.biosynthesis,Cyp27a1,ENSMUSG00000026170
primary.bile.acid.biosynthesis,Baat,ENSMUSG00000039653
primary.bile.acid.biosynthesis,Ch25h,ENSMUSG00000050370
primary.bile.acid.biosynthesis,Cyp46a1,ENSMUSG00000021259
primary.bile.acid.biosynthesis,Cyp7a1,ENSMUSG00000028240
primary.bile.acid.biosynthesis,Cyp7b1,ENSMUSG00000039519
primary.bile.acid.biosynthesis,Cyp8b1,ENSMUSG00000050445
primary.bile.acid.biosynthesis,Hsd17b4,ENSMUSG00000024507
primary.bile.acid.biosynthesis,Acot8,ENSMUSG00000017307
primary.bile.acid.biosynthesis,Amacr,ENSMUSG00000022244
primary.bile.acid.biosynthesis,Scp2,ENSMUSG00000028603
primary.bile.acid.biosynthesis,Akr1d1,ENSMUSG00000038641
primary.bile.acid.biosynthesis,Slc27a5,ENSMUSG00000030382
primary.bile.acid.biosynthesis,Cyp39a1,ENSMUSG00000023963
primary.bile.acid.biosynthesis,Acox2,ENSMUSG00000021751
