Pathway,Gene,EnsemblID
beta.alanine.metabolism,Upb1,ENSMUSG00000033427
beta.alanine.metabolism,Aldh6a1,ENSMUSG00000021238
beta.alanine.metabolism,Carns1,ENSMUSG00000075289
beta.alanine.metabolism,Aldh7a1,ENSMUSG00000053644
beta.alanine.metabolism,Acadm,ENSMUSG00000062908
beta.alanine.metabolism,Aldh3a1,ENSMUSG00000019102
beta.alanine.metabolism,Aldh3a2,ENSMUSG00000010025
beta.alanine.metabolism,Aoc3,ENSMUSG00000019326
beta.alanine.metabolism,Gad1,ENSMUSG00000070880
beta.alanine.metabolism,Gad2,ENSMUSG00000026787
beta.alanine.metabolism,Sms,ENSMUSG00000071708
beta.alanine.metabolism,Srm,ENSMUSG00000006442
beta.alanine.metabolism,Hibch,ENSMUSG00000041426
beta.alanine.metabolism,Smox,ENSMUSG00000027333
beta.alanine.metabolism,Aoc2,ENSMUSG00000078651
beta.alanine.metabolism,Abat,ENSMUSG00000057880
beta.alanine.metabolism,Cndp1,ENSMUSG00000056162
beta.alanine.metabolism,Mlycd,ENSMUSG00000074064
beta.alanine.metabolism,Aldh9a1,ENSMUSG00000026687
beta.alanine.metabolism,Aldh1a3,ENSMUSG00000015134
beta.alanine.metabolism,Aldh3b2,ENSMUSG00000075296
beta.alanine.metabolism,Dpys,ENSMUSG00000022304
beta.alanine.metabolism,Cndp2,ENSMUSG00000024644
beta.alanine.metabolism,Aldh3b1,ENSMUSG00000024885
beta.alanine.metabolism,Aldh1b1,ENSMUSG00000035561
beta.alanine.metabolism,Gadl1,ENSMUSG00000056880
beta.alanine.metabolism,Ehhadh,ENSMUSG00000022853
beta.alanine.metabolism,Echs1,ENSMUSG00000025465
beta.alanine.metabolism,Hadha,ENSMUSG00000025745
beta.alanine.metabolism,Dpyd,ENSMUSG00000033308
