Pathway,Gene,EnsemblID
circadian.entrainment,RP23-359B23.7,ENSMUSG00000095845
circadian.entrainment,Adcy4,ENSMUSG00000022220
circadian.entrainment,Adcy3,ENSMUSG00000020654
circadian.entrainment,Camk2d,ENSMUSG00000053819
circadian.entrainment,Adcy6,ENSMUSG00000022994
circadian.entrainment,Adcy7,ENSMUSG00000031659
circadian.entrainment,Adcy8,ENSMUSG00000022376
circadian.entrainment,Adcyap1r1,ENSMUSG00000029778
circadian.entrainment,Cacna1c,ENSMUSG00000051331
circadian.entrainment,Cacna1d,ENSMUSG00000015968
circadian.entrainment,Cacna1g,ENSMUSG00000020866
circadian.entrainment,Calm1,ENSMUSG00000001175
circadian.entrainment,Calm2,ENSMUSG00000036438
circadian.entrainment,Calm3,ENSMUSG00000019370
circadian.entrainment,Camk2a,ENSMUSG00000024617
circadian.entrainment,Camk2b,ENSMUSG00000057897
circadian.entrainment,Camk2g,ENSMUSG00000021820
circadian.entrainment,Creb1,ENSMUSG00000025958
circadian.entrainment,Fos,ENSMUSG00000021250
circadian.entrainment,Gnai1,ENSMUSG00000057614
circadian.entrainment,Gnai2,ENSMUSG00000032562
circadian.entrainment,Gnai3,ENSMUSG00000000001
circadian.entrainment,Gnao1,ENSMUSG00000031748
circadian.entrainment,Gnaq,ENSMUSG00000024639
circadian.entrainment,Gnas,ENSMUSG00000027523
circadian.entrainment,Gnb1,ENSMUSG00000029064
circadian.entrainment,Gnb2,ENSMUSG00000029713
circadian.entrainment,Gnb3,ENSMUSG00000023439
circadian.entrainment,Gnb4,ENSMUSG00000027669
circadian.entrainment,Gngt1,ENSMUSG00000029663
circadian.entrainment,Gng10,ENSMUSG00000038607
circadian.entrainment,Gng12,ENSMUSG00000036402
circadian.entrainment,Gng2,ENSMUSG00000043004
circadian.entrainment,Gng3,ENSMUSG00000071658
circadian.entrainment,Gng4,ENSMUSG00000021303
circadian.entrainment,Gng5,ENSMUSG00000068523
circadian.entrainment,Gng7,ENSMUSG00000048240
circadian.entrainment,Gng8,ENSMUSG00000063594
circadian.entrainment,Gngt2,ENSMUSG00000038811
circadian.entrainment,Gria1,ENSMUSG00000020524
circadian.entrainment,Gria4,ENSMUSG00000025892
circadian.entrainment,Grin1,ENSMUSG00000026959
circadian.entrainment,Grin2a,ENSMUSG00000059003
circadian.entrainment,Grin2b,ENSMUSG00000030209
circadian.entrainment,Grin2c,ENSMUSG00000020734
circadian.entrainment,Grin2d,ENSMUSG00000002771
circadian.entrainment,Itpr1,ENSMUSG00000030102
circadian.entrainment,Itpr3,ENSMUSG00000042644
circadian.entrainment,Kcnj3,ENSMUSG00000026824
circadian.entrainment,Kcnj5,ENSMUSG00000032034
circadian.entrainment,Kcnj6,ENSMUSG00000043301
circadian.entrainment,Kcnj9,ENSMUSG00000038026
circadian.entrainment,Mtnr1a,ENSMUSG00000054764
circadian.entrainment,Nos1,ENSMUSG00000029361
circadian.entrainment,Per1,ENSMUSG00000020893
circadian.entrainment,Per2,ENSMUSG00000055866
circadian.entrainment,Per3,ENSMUSG00000028957
circadian.entrainment,Prkaca,ENSMUSG00000005469
circadian.entrainment,Prkacb,ENSMUSG00000005034
circadian.entrainment,Prkca,ENSMUSG00000050965
circadian.entrainment,Prkcb,ENSMUSG00000052889
circadian.entrainment,Prkcg,ENSMUSG00000078816
circadian.entrainment,Plcb1,ENSMUSG00000051177
circadian.entrainment,Plcb2,ENSMUSG00000040061
circadian.entrainment,Plcb3,ENSMUSG00000024960
circadian.entrainment,Plcb4,ENSMUSG00000039943
circadian.entrainment,Prkg1,ENSMUSG00000052920
circadian.entrainment,Prkg2,ENSMUSG00000029334
circadian.entrainment,Rasd1,ENSMUSG00000049892
circadian.entrainment,Ryr1,ENSMUSG00000030592
circadian.entrainment,Ryr2,ENSMUSG00000021313
circadian.entrainment,Ryr3,ENSMUSG00000057378
circadian.entrainment,Adcy2,ENSMUSG00000021536
circadian.entrainment,Gucy1b2,ENSMUSG00000021933
circadian.entrainment,Cacna1i,ENSMUSG00000022416
circadian.entrainment,Mtnr1b,ENSMUSG00000050901
circadian.entrainment,Mapk1,ENSMUSG00000063358
circadian.entrainment,Mapk3,ENSMUSG00000063065
circadian.entrainment,Adcy10,ENSMUSG00000026567
circadian.entrainment,Adcy1,ENSMUSG00000020431
circadian.entrainment,Gria3,ENSMUSG00000001986
circadian.entrainment,Gucy1b3,ENSMUSG00000028005
circadian.entrainment,Cacna1h,ENSMUSG00000024112
circadian.entrainment,Gucy1a3,ENSMUSG00000033910
circadian.entrainment,Gng13,ENSMUSG00000025739
circadian.entrainment,Gng11,ENSMUSG00000032766
circadian.entrainment,Calml3,ENSMUSG00000063130
circadian.entrainment,Nos1ap,ENSMUSG00000038473
circadian.entrainment,Rps6ka5,ENSMUSG00000021180
circadian.entrainment,Calm4,ENSMUSG00000033765
