Pathway,Gene,EnsemblID
gnrh.signaling.pathway,Adcy4,ENSMUSG00000022220
gnrh.signaling.pathway,Adcy3,ENSMUSG00000020654
gnrh.signaling.pathway,Camk2d,ENSMUSG00000053819
gnrh.signaling.pathway,Raf1,ENSMUSG00000000441
gnrh.signaling.pathway,Adcy6,ENSMUSG00000022994
gnrh.signaling.pathway,Adcy7,ENSMUSG00000031659
gnrh.signaling.pathway,Adcy8,ENSMUSG00000022376
gnrh.signaling.pathway,Atf4,ENSMUSG00000042406
gnrh.signaling.pathway,Cacna1c,ENSMUSG00000051331
gnrh.signaling.pathway,Cacna1d,ENSMUSG00000015968
gnrh.signaling.pathway,Cacna1s,ENSMUSG00000026407
gnrh.signaling.pathway,Calm1,ENSMUSG00000001175
gnrh.signaling.pathway,Calm2,ENSMUSG00000036438
gnrh.signaling.pathway,Calm3,ENSMUSG00000019370
gnrh.signaling.pathway,Camk2a,ENSMUSG00000024617
gnrh.signaling.pathway,Camk2b,ENSMUSG00000057897
gnrh.signaling.pathway,Camk2g,ENSMUSG00000021820
gnrh.signaling.pathway,Cdc42,ENSMUSG00000006699
gnrh.signaling.pathway,Cga,ENSMUSG00000028298
gnrh.signaling.pathway,Egfr,ENSMUSG00000020122
gnrh.signaling.pathway,Elk1,ENSMUSG00000009406
gnrh.signaling.pathway,Fshb,ENSMUSG00000027120
gnrh.signaling.pathway,Gna11,ENSMUSG00000034781
gnrh.signaling.pathway,Gnaq,ENSMUSG00000024639
gnrh.signaling.pathway,Gnas,ENSMUSG00000027523
gnrh.signaling.pathway,Gnrh1,ENSMUSG00000015812
gnrh.signaling.pathway,Gnrhr,ENSMUSG00000029255
gnrh.signaling.pathway,Grb2,ENSMUSG00000059923
gnrh.signaling.pathway,Hbegf,ENSMUSG00000024486
gnrh.signaling.pathway,Hras,ENSMUSG00000025499
gnrh.signaling.pathway,Itpr1,ENSMUSG00000030102
gnrh.signaling.pathway,Itpr2,ENSMUSG00000030287
gnrh.signaling.pathway,Itpr3,ENSMUSG00000042644
gnrh.signaling.pathway,Jun,ENSMUSG00000052684
gnrh.signaling.pathway,Kras,ENSMUSG00000030265
gnrh.signaling.pathway,Lhb,ENSMUSG00000100916
gnrh.signaling.pathway,Mmp14,ENSMUSG00000000957
gnrh.signaling.pathway,Mmp2,ENSMUSG00000031740
gnrh.signaling.pathway,Nras,ENSMUSG00000027852
gnrh.signaling.pathway,Prkaca,ENSMUSG00000005469
gnrh.signaling.pathway,Prkacb,ENSMUSG00000005034
gnrh.signaling.pathway,Prkca,ENSMUSG00000050965
gnrh.signaling.pathway,Prkcb,ENSMUSG00000052889
gnrh.signaling.pathway,Prkcd,ENSMUSG00000021948
gnrh.signaling.pathway,Pla2g4a,ENSMUSG00000056220
gnrh.signaling.pathway,Plcb1,ENSMUSG00000051177
gnrh.signaling.pathway,Plcb2,ENSMUSG00000040061
gnrh.signaling.pathway,Plcb3,ENSMUSG00000024960
gnrh.signaling.pathway,Plcb4,ENSMUSG00000039943
gnrh.signaling.pathway,Pld1,ENSMUSG00000027695
gnrh.signaling.pathway,Pld2,ENSMUSG00000020828
gnrh.signaling.pathway,Mapk11,ENSMUSG00000053137
gnrh.signaling.pathway,Ptk2b,ENSMUSG00000059456
gnrh.signaling.pathway,Sos1,ENSMUSG00000024241
gnrh.signaling.pathway,Sos2,ENSMUSG00000034801
gnrh.signaling.pathway,Src,ENSMUSG00000027646
gnrh.signaling.pathway,Adcy2,ENSMUSG00000021536
gnrh.signaling.pathway,Pla2g4c,ENSMUSG00000033847
gnrh.signaling.pathway,Mapk7,ENSMUSG00000001034
gnrh.signaling.pathway,Map2k1,ENSMUSG00000004936
gnrh.signaling.pathway,Map2k2,ENSMUSG00000035027
gnrh.signaling.pathway,Map2k3,ENSMUSG00000018932
gnrh.signaling.pathway,Map2k4,ENSMUSG00000033352
gnrh.signaling.pathway,Map2k6,ENSMUSG00000020623
gnrh.signaling.pathway,Map2k7,ENSMUSG00000002948
gnrh.signaling.pathway,Map3k1,ENSMUSG00000021754
gnrh.signaling.pathway,Map3k2,ENSMUSG00000024383
gnrh.signaling.pathway,Map3k3,ENSMUSG00000020700
gnrh.signaling.pathway,Map3k4,ENSMUSG00000014426
gnrh.signaling.pathway,Mapk1,ENSMUSG00000063358
gnrh.signaling.pathway,Mapk10,ENSMUSG00000046709
gnrh.signaling.pathway,Mapk13,ENSMUSG00000004864
gnrh.signaling.pathway,Mapk14,ENSMUSG00000053436
gnrh.signaling.pathway,Mapk3,ENSMUSG00000063065
gnrh.signaling.pathway,Mapk8,ENSMUSG00000021936
gnrh.signaling.pathway,Mapk9,ENSMUSG00000020366
gnrh.signaling.pathway,Pla2g4f,ENSMUSG00000046971
gnrh.signaling.pathway,Mapk12,ENSMUSG00000022610
gnrh.signaling.pathway,Pla2g4e,ENSMUSG00000050211
gnrh.signaling.pathway,Adcy1,ENSMUSG00000020431
gnrh.signaling.pathway,Cacna1f,ENSMUSG00000031142
gnrh.signaling.pathway,Calml3,ENSMUSG00000063130
gnrh.signaling.pathway,Pla2g4d,ENSMUSG00000070719
gnrh.signaling.pathway,Calm4,ENSMUSG00000033765
