Pathway,Gene,EnsemblID
n.glycan.biosynthesis,Alg9,ENSMUSG00000032059
n.glycan.biosynthesis,Mgat4b,ENSMUSG00000036620
n.glycan.biosynthesis,Rpn1,ENSMUSG00000030062
n.glycan.biosynthesis,Mgat5,ENSMUSG00000036155
n.glycan.biosynthesis,Dad1,ENSMUSG00000022174
n.glycan.biosynthesis,Ddost,ENSMUSG00000028757
n.glycan.biosynthesis,Dpagt1,ENSMUSG00000032123
n.glycan.biosynthesis,Dpm1,ENSMUSG00000078919
n.glycan.biosynthesis,Dpm2,ENSMUSG00000026810
n.glycan.biosynthesis,Man2a2,ENSMUSG00000038886
n.glycan.biosynthesis,Ganab,ENSMUSG00000071650
n.glycan.biosynthesis,B4galt1,ENSMUSG00000028413
n.glycan.biosynthesis,Stt3a,ENSMUSG00000032116
n.glycan.biosynthesis,Man1a,ENSMUSG00000003746
n.glycan.biosynthesis,Man1a2,ENSMUSG00000008763
n.glycan.biosynthesis,Man2a1,ENSMUSG00000024085
n.glycan.biosynthesis,Mgat1,ENSMUSG00000020346
n.glycan.biosynthesis,Mgat3,ENSMUSG00000042428
n.glycan.biosynthesis,Rpn2,ENSMUSG00000027642
n.glycan.biosynthesis,St6gal1,ENSMUSG00000022885
n.glycan.biosynthesis,Alg11,ENSMUSG00000063362
n.glycan.biosynthesis,Alg1,ENSMUSG00000039427
n.glycan.biosynthesis,Alg3,ENSMUSG00000033809
n.glycan.biosynthesis,Mgat2,ENSMUSG00000043998
n.glycan.biosynthesis,Alg12,ENSMUSG00000035845
n.glycan.biosynthesis,Man1b1,ENSMUSG00000036646
n.glycan.biosynthesis,Dolk,ENSMUSG00000075419
n.glycan.biosynthesis,Man1c1,ENSMUSG00000037306
n.glycan.biosynthesis,St6gal2,ENSMUSG00000024172
n.glycan.biosynthesis,Mgat5b,ENSMUSG00000043857
n.glycan.biosynthesis,Mgat4a,ENSMUSG00000026110
n.glycan.biosynthesis,Glt28d2,ENSMUSG00000031286
n.glycan.biosynthesis,Alg6,ENSMUSG00000073792
n.glycan.biosynthesis,Alg10b,ENSMUSG00000075470
n.glycan.biosynthesis,Alg8,ENSMUSG00000035704
n.glycan.biosynthesis,B4galt2,ENSMUSG00000028541
n.glycan.biosynthesis,Fut8,ENSMUSG00000021065
n.glycan.biosynthesis,Alg2,ENSMUSG00000039740
n.glycan.biosynthesis,Dolpp1,ENSMUSG00000026856
n.glycan.biosynthesis,B4galt3,ENSMUSG00000052423
n.glycan.biosynthesis,Mogs,ENSMUSG00000030036
n.glycan.biosynthesis,Alg5,ENSMUSG00000036632
n.glycan.biosynthesis,Alg14,ENSMUSG00000039887
n.glycan.biosynthesis,Mgat4d,ENSMUSG00000035057
n.glycan.biosynthesis,Mgat4c,ENSMUSG00000019888
n.glycan.biosynthesis,Alg13,ENSMUSG00000041718
n.glycan.biosynthesis,Stt3b,ENSMUSG00000032437
n.glycan.biosynthesis,Dpm3,ENSMUSG00000042737
