Pathway,Gene,EnsemblID
prion.diseases,C7,ENSMUSG00000079105
prion.diseases,C8b,ENSMUSG00000029656
prion.diseases,Bax,ENSMUSG00000003873
prion.diseases,C1qa,ENSMUSG00000036887
prion.diseases,C1qb,ENSMUSG00000036905
prion.diseases,C1qc,ENSMUSG00000036896
prion.diseases,C6,ENSMUSG00000022181
prion.diseases,C9,ENSMUSG00000022149
prion.diseases,Casp12,ENSMUSG00000025887
prion.diseases,Elk1,ENSMUSG00000009406
prion.diseases,Fyn,ENSMUSG00000019843
prion.diseases,Hspa5,ENSMUSG00000026864
prion.diseases,Hc,ENSMUSG00000026874
prion.diseases,Il1a,ENSMUSG00000027399
prion.diseases,Il1b,ENSMUSG00000027398
prion.diseases,Il6,ENSMUSG00000025746
prion.diseases,Ncam1,ENSMUSG00000039542
prion.diseases,Ncam2,ENSMUSG00000022762
prion.diseases,Notch1,ENSMUSG00000026923
prion.diseases,Prkaca,ENSMUSG00000005469
prion.diseases,Prkacb,ENSMUSG00000005034
prion.diseases,Prnp,ENSMUSG00000079037
prion.diseases,Hspa1a,ENSMUSG00000091971
prion.diseases,Ccl5,ENSMUSG00000035042
prion.diseases,Sod1,ENSMUSG00000022982
prion.diseases,Stip1,ENSMUSG00000024966
prion.diseases,Lamc1,ENSMUSG00000026478
prion.diseases,C8a,ENSMUSG00000035031
prion.diseases,Map2k1,ENSMUSG00000004936
prion.diseases,Map2k2,ENSMUSG00000035027
prion.diseases,Mapk1,ENSMUSG00000063358
prion.diseases,Mapk3,ENSMUSG00000063065
prion.diseases,C8g,ENSMUSG00000015083
