Pathway,Gene,EnsemblID
cardiac.muscle.contraction,Cox6b1,ENSMUSG00000036751
cardiac.muscle.contraction,Actc1,ENSMUSG00000068614
cardiac.muscle.contraction,Atp1a1,ENSMUSG00000033161
cardiac.muscle.contraction,Atp1b1,ENSMUSG00000026576
cardiac.muscle.contraction,Atp1b2,ENSMUSG00000041329
cardiac.muscle.contraction,Atp1b3,ENSMUSG00000032412
cardiac.muscle.contraction,Fxyd2,ENSMUSG00000059412
cardiac.muscle.contraction,Atp2a2,ENSMUSG00000029467
cardiac.muscle.contraction,Cacna1c,ENSMUSG00000051331
cardiac.muscle.contraction,Cacna1d,ENSMUSG00000015968
cardiac.muscle.contraction,Cacna1s,ENSMUSG00000026407
cardiac.muscle.contraction,Cacna2d1,ENSMUSG00000040118
cardiac.muscle.contraction,Cacna2d3,ENSMUSG00000021991
cardiac.muscle.contraction,Cacnb1,ENSMUSG00000020882
cardiac.muscle.contraction,Cacnb2,ENSMUSG00000057914
cardiac.muscle.contraction,Cacnb3,ENSMUSG00000003352
cardiac.muscle.contraction,Cacnb4,ENSMUSG00000017412
cardiac.muscle.contraction,Cacng1,ENSMUSG00000020722
cardiac.muscle.contraction,Cox4i1,ENSMUSG00000031818
cardiac.muscle.contraction,Cox5a,ENSMUSG00000000088
cardiac.muscle.contraction,Cox6a1,ENSMUSG00000041697
cardiac.muscle.contraction,Cox6a2,ENSMUSG00000030785
cardiac.muscle.contraction,Cox6c,ENSMUSG00000014313
cardiac.muscle.contraction,Cox7a1,ENSMUSG00000074218
cardiac.muscle.contraction,Cox7a2,ENSMUSG00000032330
cardiac.muscle.contraction,Cox8a,ENSMUSG00000035885
cardiac.muscle.contraction,Cox8b,ENSMUSG00000025488
cardiac.muscle.contraction,Cacng5,ENSMUSG00000040373
cardiac.muscle.contraction,Myh7,ENSMUSG00000053093
cardiac.muscle.contraction,Myh6,ENSMUSG00000040752
cardiac.muscle.contraction,Myl4,ENSMUSG00000061086
cardiac.muscle.contraction,Myl3,ENSMUSG00000059741
cardiac.muscle.contraction,Myl2,ENSMUSG00000013936
cardiac.muscle.contraction,Ryr2,ENSMUSG00000021313
cardiac.muscle.contraction,Cox7a2l,ENSMUSG00000024248
cardiac.muscle.contraction,Slc9a1,ENSMUSG00000028854
cardiac.muscle.contraction,Tnnc1,ENSMUSG00000091898
cardiac.muscle.contraction,Tnni3,ENSMUSG00000035458
cardiac.muscle.contraction,Tnnt2,ENSMUSG00000026414
cardiac.muscle.contraction,Tpm1,ENSMUSG00000032366
cardiac.muscle.contraction,Uqcrq,ENSMUSG00000044894
cardiac.muscle.contraction,Uqcrc1,ENSMUSG00000025651
cardiac.muscle.contraction,Atp1a3,ENSMUSG00000040907
cardiac.muscle.contraction,Slc9a6,ENSMUSG00000060681
cardiac.muscle.contraction,Atp1a4,ENSMUSG00000007107
cardiac.muscle.contraction,Cacna2d4,ENSMUSG00000041460
cardiac.muscle.contraction,Tpm4,ENSMUSG00000031799
cardiac.muscle.contraction,Cox6b2,ENSMUSG00000051811
cardiac.muscle.contraction,Cacna1f,ENSMUSG00000031142
cardiac.muscle.contraction,Cacna2d2,ENSMUSG00000010066
cardiac.muscle.contraction,Tpm3,ENSMUSG00000027940
cardiac.muscle.contraction,Cox7b,ENSMUSG00000031231
cardiac.muscle.contraction,Uqcr10,ENSMUSG00000059534
cardiac.muscle.contraction,Cyc1,ENSMUSG00000022551
cardiac.muscle.contraction,Uqcrh,ENSMUSG00000063882
cardiac.muscle.contraction,Uqcr11,ENSMUSG00000020163
cardiac.muscle.contraction,Uqcrfs1,ENSMUSG00000038462
cardiac.muscle.contraction,Uqcrc2,ENSMUSG00000030884
cardiac.muscle.contraction,Uqcrb,ENSMUSG00000021520
cardiac.muscle.contraction,Atp1b4,ENSMUSG00000016327
cardiac.muscle.contraction,Cox8c,ENSMUSG00000043319
cardiac.muscle.contraction,Cox7b2,ENSMUSG00000049387
cardiac.muscle.contraction,Cacng8,ENSMUSG00000053395
cardiac.muscle.contraction,Cox4i2,ENSMUSG00000009876
cardiac.muscle.contraction,Atp1a2,ENSMUSG00000007097
