Pathway,Gene,EnsemblID
tgf.beta.signaling.pathway,E2f4,ENSMUSG00000014859
tgf.beta.signaling.pathway,Amhr2,ENSMUSG00000023047
tgf.beta.signaling.pathway,Acvr1,ENSMUSG00000026836
tgf.beta.signaling.pathway,Acvr2a,ENSMUSG00000052155
tgf.beta.signaling.pathway,Acvr2b,ENSMUSG00000061393
tgf.beta.signaling.pathway,Amh,ENSMUSG00000035262
tgf.beta.signaling.pathway,Rhoa,ENSMUSG00000007815
tgf.beta.signaling.pathway,Bmp2,ENSMUSG00000027358
tgf.beta.signaling.pathway,Bmp4,ENSMUSG00000021835
tgf.beta.signaling.pathway,Bmp6,ENSMUSG00000039004
tgf.beta.signaling.pathway,Bmp7,ENSMUSG00000008999
tgf.beta.signaling.pathway,Bmp8a,ENSMUSG00000032726
tgf.beta.signaling.pathway,Bmp8b,ENSMUSG00000002384
tgf.beta.signaling.pathway,Bmpr1a,ENSMUSG00000021796
tgf.beta.signaling.pathway,Bmpr1b,ENSMUSG00000052430
tgf.beta.signaling.pathway,Bmpr2,ENSMUSG00000067336
tgf.beta.signaling.pathway,Cdkn2b,ENSMUSG00000073802
tgf.beta.signaling.pathway,Chrd,ENSMUSG00000006958
tgf.beta.signaling.pathway,Crebbp,ENSMUSG00000022521
tgf.beta.signaling.pathway,Dcn,ENSMUSG00000019929
tgf.beta.signaling.pathway,E2f5,ENSMUSG00000027552
tgf.beta.signaling.pathway,Lefty1,ENSMUSG00000038793
tgf.beta.signaling.pathway,Fst,ENSMUSG00000021765
tgf.beta.signaling.pathway,Gdf5,ENSMUSG00000038259
tgf.beta.signaling.pathway,Id1,ENSMUSG00000042745
tgf.beta.signaling.pathway,Id2,ENSMUSG00000020644
tgf.beta.signaling.pathway,Id4,ENSMUSG00000021379
tgf.beta.signaling.pathway,Ifng,ENSMUSG00000055170
tgf.beta.signaling.pathway,Inhba,ENSMUSG00000041324
tgf.beta.signaling.pathway,Inhbb,ENSMUSG00000037035
tgf.beta.signaling.pathway,Inhbc,ENSMUSG00000025405
tgf.beta.signaling.pathway,Inhbe,ENSMUSG00000047492
tgf.beta.signaling.pathway,Smad1,ENSMUSG00000031681
tgf.beta.signaling.pathway,Smad3,ENSMUSG00000032402
tgf.beta.signaling.pathway,Smad4,ENSMUSG00000024515
tgf.beta.signaling.pathway,Smad5,ENSMUSG00000021540
tgf.beta.signaling.pathway,Smad6,ENSMUSG00000036867
tgf.beta.signaling.pathway,Smad7,ENSMUSG00000025880
tgf.beta.signaling.pathway,Myc,ENSMUSG00000022346
tgf.beta.signaling.pathway,Nbl1,ENSMUSG00000041120
tgf.beta.signaling.pathway,Nodal,ENSMUSG00000037171
tgf.beta.signaling.pathway,Nog,ENSMUSG00000048616
tgf.beta.signaling.pathway,Pitx2,ENSMUSG00000028023
tgf.beta.signaling.pathway,Ppp2cb,ENSMUSG00000009630
tgf.beta.signaling.pathway,Rbl1,ENSMUSG00000027641
tgf.beta.signaling.pathway,Rock1,ENSMUSG00000024290
tgf.beta.signaling.pathway,Sp1,ENSMUSG00000001280
tgf.beta.signaling.pathway,Skp1a,ENSMUSG00000036309
tgf.beta.signaling.pathway,Tgfb1,ENSMUSG00000002603
tgf.beta.signaling.pathway,Tgfb2,ENSMUSG00000039239
tgf.beta.signaling.pathway,Tgfb3,ENSMUSG00000021253
tgf.beta.signaling.pathway,Tgfbr1,ENSMUSG00000007613
tgf.beta.signaling.pathway,Tgfbr2,ENSMUSG00000032440
tgf.beta.signaling.pathway,Tgif1,ENSMUSG00000047407
tgf.beta.signaling.pathway,Thbs1,ENSMUSG00000040152
tgf.beta.signaling.pathway,Zfyve16,ENSMUSG00000021706
tgf.beta.signaling.pathway,Tnf,ENSMUSG00000024401
tgf.beta.signaling.pathway,Tgif2,ENSMUSG00000062175
tgf.beta.signaling.pathway,Zfyve9,ENSMUSG00000034557
tgf.beta.signaling.pathway,Gdf7,ENSMUSG00000037660
tgf.beta.signaling.pathway,Gdf6,ENSMUSG00000051279
tgf.beta.signaling.pathway,Mapk1,ENSMUSG00000063358
tgf.beta.signaling.pathway,Mapk3,ENSMUSG00000063065
tgf.beta.signaling.pathway,Ltbp1,ENSMUSG00000001870
tgf.beta.signaling.pathway,Acvr1c,ENSMUSG00000026834
tgf.beta.signaling.pathway,Cul1,ENSMUSG00000029686
tgf.beta.signaling.pathway,Lefty2,ENSMUSG00000066652
tgf.beta.signaling.pathway,Ep300,ENSMUSG00000055024
tgf.beta.signaling.pathway,Ppp2r1a,ENSMUSG00000007564
tgf.beta.signaling.pathway,Smad9,ENSMUSG00000027796
tgf.beta.signaling.pathway,Rbx1,ENSMUSG00000022400
tgf.beta.signaling.pathway,Rps6kb2,ENSMUSG00000024830
tgf.beta.signaling.pathway,Smurf2,ENSMUSG00000018363
tgf.beta.signaling.pathway,RP24-82B18.3,ENSMUSG00000036463
tgf.beta.signaling.pathway,Bambi,ENSMUSG00000024232
tgf.beta.signaling.pathway,Rps6kb1,ENSMUSG00000020516
tgf.beta.signaling.pathway,Ppp2r1b,ENSMUSG00000032058
tgf.beta.signaling.pathway,Smurf1,ENSMUSG00000038780
