Pathway,Gene,EnsemblID
allograft.rejection,RP23-108F2.19,ENSMUSG00000079492
allograft.rejection,H2-Q6,ENSMUSG00000073409
allograft.rejection,H2-M10.3,ENSMUSG00000058124
allograft.rejection,Cd28,ENSMUSG00000026012
allograft.rejection,Cd80,ENSMUSG00000075122
allograft.rejection,Cd86,ENSMUSG00000022901
allograft.rejection,Fas,ENSMUSG00000024778
allograft.rejection,Fasl,ENSMUSG00000000817
allograft.rejection,Gzmb,ENSMUSG00000015437
allograft.rejection,H2-Aa,ENSMUSG00000036594
allograft.rejection,H2-Ab1,ENSMUSG00000073421
allograft.rejection,H2-Bl,ENSMUSG00000073406
allograft.rejection,H2-D1,ENSMUSG00000073411
allograft.rejection,H2-K1,ENSMUSG00000061232
allograft.rejection,H2-M10.1,ENSMUSG00000024448
allograft.rejection,H2-M2,ENSMUSG00000016283
allograft.rejection,H2-M3,ENSMUSG00000016206
allograft.rejection,H2-M9,ENSMUSG00000067201
allograft.rejection,H2-DMa,ENSMUSG00000037649
allograft.rejection,H2-DMb1,ENSMUSG00000079547
allograft.rejection,H2-Oa,ENSMUSG00000024334
allograft.rejection,H2-Ob,ENSMUSG00000041538
allograft.rejection,H2-Q1,ENSMUSG00000079507
allograft.rejection,H2-Q10,ENSMUSG00000067235
allograft.rejection,H2-Q2,ENSMUSG00000091705
allograft.rejection,H2-Q4,ENSMUSG00000035929
allograft.rejection,H2-Q7,ENSMUSG00000060550
allograft.rejection,H2-T10,ENSMUSG00000079491
allograft.rejection,H2-T22,ENSMUSG00000056116
allograft.rejection,H2-T23,ENSMUSG00000067212
allograft.rejection,H2-T24,ENSMUSG00000053835
allograft.rejection,H2-T3,ENSMUSG00000054128
allograft.rejection,Ifng,ENSMUSG00000055170
allograft.rejection,Il10,ENSMUSG00000016529
allograft.rejection,Il12a,ENSMUSG00000027776
allograft.rejection,Il2,ENSMUSG00000027720
allograft.rejection,Il4,ENSMUSG00000000869
allograft.rejection,Il5,ENSMUSG00000036117
allograft.rejection,Prf1,ENSMUSG00000037202
allograft.rejection,Tnf,ENSMUSG00000024401
allograft.rejection,Cd40,ENSMUSG00000017652
allograft.rejection,Cd40lg,ENSMUSG00000031132
allograft.rejection,H2-M10.4,ENSMUSG00000048231
allograft.rejection,H2-M11,ENSMUSG00000037537
allograft.rejection,H2-M1,ENSMUSG00000037334
allograft.rejection,H2-M10.5,ENSMUSG00000037246
allograft.rejection,H2-M5,ENSMUSG00000024459
allograft.rejection,H2-M10.2,ENSMUSG00000023083
allograft.rejection,H2-M10.6,ENSMUSG00000037130
allograft.rejection,H2-T9,ENSMUSG00000092243
allograft.rejection,RP23-108F2.16,ENSMUSG00000073403
