Pathway,Gene,EnsemblID
gastric.acid.secretion,Adcy4,ENSMUSG00000022220
gastric.acid.secretion,Adcy3,ENSMUSG00000020654
gastric.acid.secretion,Mylk,ENSMUSG00000022836
gastric.acid.secretion,Camk2d,ENSMUSG00000053819
gastric.acid.secretion,Slc9a4,ENSMUSG00000026065
gastric.acid.secretion,Actb,ENSMUSG00000029580
gastric.acid.secretion,Adcy6,ENSMUSG00000022994
gastric.acid.secretion,Adcy7,ENSMUSG00000031659
gastric.acid.secretion,Adcy8,ENSMUSG00000022376
gastric.acid.secretion,Atp1a1,ENSMUSG00000033161
gastric.acid.secretion,Atp1b1,ENSMUSG00000026576
gastric.acid.secretion,Atp1b2,ENSMUSG00000041329
gastric.acid.secretion,Atp1b3,ENSMUSG00000032412
gastric.acid.secretion,Atp4a,ENSMUSG00000005553
gastric.acid.secretion,Atp4b,ENSMUSG00000031449
gastric.acid.secretion,Calm1,ENSMUSG00000001175
gastric.acid.secretion,Calm2,ENSMUSG00000036438
gastric.acid.secretion,Calm3,ENSMUSG00000019370
gastric.acid.secretion,Camk2a,ENSMUSG00000024617
gastric.acid.secretion,Camk2b,ENSMUSG00000057897
gastric.acid.secretion,Camk2g,ENSMUSG00000021820
gastric.acid.secretion,Car2,ENSMUSG00000027562
gastric.acid.secretion,Cckbr,ENSMUSG00000030898
gastric.acid.secretion,Cftr,ENSMUSG00000041301
gastric.acid.secretion,Chrm3,ENSMUSG00000046159
gastric.acid.secretion,Gast,ENSMUSG00000017165
gastric.acid.secretion,Gnai1,ENSMUSG00000057614
gastric.acid.secretion,Gnai2,ENSMUSG00000032562
gastric.acid.secretion,Gnai3,ENSMUSG00000000001
gastric.acid.secretion,Gnaq,ENSMUSG00000024639
gastric.acid.secretion,Gnas,ENSMUSG00000027523
gastric.acid.secretion,Hrh2,ENSMUSG00000034987
gastric.acid.secretion,Itpr1,ENSMUSG00000030102
gastric.acid.secretion,Itpr2,ENSMUSG00000030287
gastric.acid.secretion,Itpr3,ENSMUSG00000042644
gastric.acid.secretion,Kcnj10,ENSMUSG00000044708
gastric.acid.secretion,Kcnj15,ENSMUSG00000062609
gastric.acid.secretion,Kcnj16,ENSMUSG00000051497
gastric.acid.secretion,Kcnj2,ENSMUSG00000041695
gastric.acid.secretion,Kcnk2,ENSMUSG00000037624
gastric.acid.secretion,Kcnq1,ENSMUSG00000009545
gastric.acid.secretion,Prkaca,ENSMUSG00000005469
gastric.acid.secretion,Prkacb,ENSMUSG00000005034
gastric.acid.secretion,Prkca,ENSMUSG00000050965
gastric.acid.secretion,Prkcb,ENSMUSG00000052889
gastric.acid.secretion,Prkcg,ENSMUSG00000078816
gastric.acid.secretion,Plcb1,ENSMUSG00000051177
gastric.acid.secretion,Plcb2,ENSMUSG00000040061
gastric.acid.secretion,Plcb3,ENSMUSG00000024960
gastric.acid.secretion,Plcb4,ENSMUSG00000039943
gastric.acid.secretion,Slc4a2,ENSMUSG00000028962
gastric.acid.secretion,Slc9a1,ENSMUSG00000028854
gastric.acid.secretion,Sst,ENSMUSG00000004366
gastric.acid.secretion,Sstr2,ENSMUSG00000047904
gastric.acid.secretion,Slc26a7,ENSMUSG00000040569
gastric.acid.secretion,Adcy2,ENSMUSG00000021536
gastric.acid.secretion,Mylk3,ENSMUSG00000031698
gastric.acid.secretion,Ezr,ENSMUSG00000052397
gastric.acid.secretion,Mylk2,ENSMUSG00000027470
gastric.acid.secretion,Atp1a3,ENSMUSG00000040907
gastric.acid.secretion,Mylk4,ENSMUSG00000044951
gastric.acid.secretion,Kcne2,ENSMUSG00000039672
gastric.acid.secretion,Atp1a4,ENSMUSG00000007107
gastric.acid.secretion,Adcy1,ENSMUSG00000020431
gastric.acid.secretion,Kcnj1,ENSMUSG00000041248
gastric.acid.secretion,Atp1b4,ENSMUSG00000016327
gastric.acid.secretion,Calml3,ENSMUSG00000063130
gastric.acid.secretion,Kcnk10,ENSMUSG00000033854
gastric.acid.secretion,Calm4,ENSMUSG00000033765
gastric.acid.secretion,Atp1a2,ENSMUSG00000007097
